"gene_id"	"path_id"	"path_name"
"STMMW_01581"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_01591"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_01601"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_07561"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_08241"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_08251"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_11271"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_12121"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_12951"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_12971"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_13231"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_13331"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_13831"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_15621"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_16221"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_16461"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_17441"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_18691"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_21721"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_24271"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_24521"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_24801"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_27251"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_27261"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_29151"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_30111"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_30291"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_30301"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_32541"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_34901"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_36681"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_36921"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_37641"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_39841"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_40271"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
"STMMW_40461"	"sev00010"	"Glycolysis / Gluconeogenesis - Salmonella enterica subsp. enterica serovar Typhimurium D23580"
