"gene_id"	"path_id"	"path_name"
"EC958_0126"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_0256"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_0257"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_0258"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_0501"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_0806"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_0867"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_0868"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_1199"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_1297"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_1514"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_1680"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_1696"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_1744"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
"EC958_1842"	"ecos00010"	"Glycolysis / Gluconeogenesis - Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)"
