"gene_id"	"path_id"	"path_name"
"ROD_00271"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_01201"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_01211"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_01221"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_06961"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_07471"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_07501"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_07521"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_08021"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_10621"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_11631"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_12721"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_12731"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_13221"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_13331"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_13741"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_14481"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_16171"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_16221"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_16441"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_17681"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_18941"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_22221"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_23761"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_24011"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_28061"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_30351"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_30981"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_30991"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_32931"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_34571"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_37251"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_38231"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_38281"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_38341"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_38821"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_41161"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_42041"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_42281"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_42301"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_44211"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_50521"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_50671"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_50681"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_50821"	"cro00010"	"Glycolysis / Gluconeogenesis - Citrobacter rodentium"
"ROD_01201"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_01211"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_01221"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_01251"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_07181"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_07191"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_07201"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_07211"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_07221"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_07231"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_07241"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_07251"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_07261"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_07671"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_12261"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_14521"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_14531"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_16441"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_17241"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_23411"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_32151"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_32161"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_32171"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_32181"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_34851"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_44211"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_45871"	"cro00020"	"Citrate cycle (TCA cycle) - Citrobacter rodentium"
"ROD_00061"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_00271"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_01361"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_03781"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_05901"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_05911"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_06961"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_07631"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_08001"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_08011"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_09651"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_09661"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_10551"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_10561"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_11921"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_13331"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_18061"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_18901"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_18911"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_18921"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_21671"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_22221"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_24121"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_24131"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_27011"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_27021"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_32931"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_34751"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_37251"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_38231"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_38341"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_39871"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_42531"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_42811"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_43891"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_44371"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_49041"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_49061"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_49161"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_50511"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_50581"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_50591"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_50681"	"cro00030"	"Pentose phosphate pathway - Citrobacter rodentium"
"ROD_00671"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_00691"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_00701"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_07681"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_13281"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_14831"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_14851"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_15221"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_17721"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_21661"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_21781"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_23021"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_28911"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_28921"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_28931"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_38471"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_38491"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_42411"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_42421"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_44371"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_46081"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_46091"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_47951"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_47961"	"cro00040"	"Pentose and glucuronate interconversions - Citrobacter rodentium"
"ROD_00291"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_00301"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_00311"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_03771"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_03781"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_04381"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_13331"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_14511"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_18551"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_18561"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_18571"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_20341"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_21841"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_21851"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_21881"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_21891"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_22221"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_22941"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_22951"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_22961"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_26581"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_26601"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_28411"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
"ROD_28471"	"cro00051"	"Fructose and mannose metabolism - Citrobacter rodentium"
