baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	id	numsites....1.ctrl_reps..	Expected	Essentiality	Uncertainty
71.6050860288023	-2.16855106709405	0.698808426924431	-3.10321253084796	0.00191432111786087	0.0167968175827353	ERS227112_00003	51	NA	Reduced	0.076905146561543
24.1818764166483	-1.29498066046394	1.18335748910468	-1.09432751504679	0.273811361864556	0.717034709968875	ERS227112_00004	16	NA	Unchanged	0.309972377870716
79.357628982006	-7.69250469462199	1.07024929445172	-7.18758212175493	6.59487370866849e-13	5.76845359705097e-11	ERS227112_00005	0	NA	Reduced	0
142.390961348197	-1.71612913154099	0.496343917937618	-3.457540365704	0.000545130569342302	0.00563033381398193	ERS227112_00006	132	NA	Reduced	0.369866602393875
34.9337470761424	-1.38798614369528	0.829473194409325	-1.67333453696919	0.0942614570826118	0.388568215573241	ERS227112_00007	35	NA	Unchanged	0.366782616620219
29.3912809299379	-2.27774031885949	1.10304399385826	-2.06495872471264	0.0389269058603186	0.206379712149069	ERS227112_00008	14	NA	Reduced	0.0457782379766692
63.7721817853258	-2.51666450674015	0.818143674629117	-3.07606669193037	0.00209750923783239	0.0182326967599157	ERS227112_00009	33	NA	Reduced	0.0126883501989851
44.1633877214637	-2.03709069795065	0.990597330548931	-2.05642659749731	0.0397414147665516	0.20987966024826	ERS227112_00010	31	NA	Reduced	0.134434401866154
21.0727371373921	-2.27668880705058	1.03481749639178	-2.20008727624821	0.0278007034426995	0.159347236886605	ERS227112_00011	13	NA	Reduced	0.0460175511677087
80.5028889588189	-2.21827654739767	0.741279306444767	-2.99249760260636	0.00276704840355118	0.0233634041675407	ERS227112_00012	47	NA	Reduced	0.061075871493429
35.0371677221515	-1.25672794070776	0.848512866275778	-1.48109473722383	0.13858133008368	0.498963532589452	ERS227112_00013	43	NA	Unchanged	0.289422430553057
96.2469093372766	-1.31559632547184	0.724600960681001	-1.81561493409477	0.0694294611308144	0.318578789680573	ERS227112_00014	108	NA	Unchanged	0.321722698246964
40.9207624916023	-5.6368425327539	1.22830450665428	-4.58912468546406	4.45108513059997e-06	8.44649985121988e-05	ERS227112_00015	1	NA	Reduced	4.44089209850063e-16
36.7548973390108	-2.42975726518195	0.876163800470006	-2.77317696060776	0.00555119246855224	0.0421649598900345	ERS227112_00016	16	NA	Reduced	0.0206782302067048
53.3347589756294	-1.85179203713034	0.865798241878264	-2.13882628487795	0.0324497398611579	0.178617152156108	ERS227112_00017	40	NA	Reduced	0.256994562248276
30.809743762377	-1.73382897780381	0.911653066481672	-1.90185174772147	0.0571905388884122	0.276012645416375	ERS227112_00018	24	NA	Reduced	0.354563333002395
104.51748214373	-3.73936744811332	0.636253916155389	-5.87716217246838	4.17359292642841e-09	1.46941969824819e-07	ERS227112_00019	35	NA	Reduced	1.44397447743305e-06
50.4632287789787	-4.6632357623347	0.845235823952579	-5.5170824877346	3.44673679567643e-08	1.01020065875375e-06	ERS227112_00020	6	NA	Reduced	1.10022879695748e-10
44.3517270138869	-5.06197675463904	1.08889743186625	-4.64871769048381	3.34004989220269e-06	6.42529185448476e-05	ERS227112_00020A	2	NA	Reduced	9.17488307550229e-13
55.0314508154077	-5.82501878298826	0.96634878106243	-6.02786374561788	1.66141021286607e-09	6.24199622256662e-08	ERS227112_00022	2	NA	Reduced	0
39.3021970442516	-1.96952563896343	0.891409535791228	-2.20945094245065	0.0271432910442919	0.156971222382176	ERS227112_00023	28	NA	Reduced	0.173662228567122
43.2613536188911	-2.35759135619038	1.00230814421133	-2.35216222656304	0.0186646327426247	0.116223152495232	ERS227112_00024	24	NA	Reduced	0.0304545788440499
21.5874905762923	-4.67742692359294	1.15813627480413	-4.03875349158197	5.3736000626582e-05	0.000748293859471657	ERS227112_00025	2	NA	Reduced	9.3457686034526e-11
15.0294066608976	-2.36632548397371	1.07524331117288	-2.20073490286818	0.0277547963991514	0.159347236886605	ERS227112_00026	8	NA	Reduced	0.0290873657298997
51.8184302619032	-1.85871595341083	0.873926226680694	-2.12685681773223	0.0334319817230245	0.183123516326312	ERS227112_00027	45	NA	Reduced	0.251629579470522
36.9131652987191	-1.21554978757718	0.943912009710502	-1.28777870720174	0.197823006347928	0.612507295097181	ERS227112_00028	35	NA	Unchanged	0.269075702073216
28.779076149728	-4.57129210769978	1.06576792613185	-4.28920029925373	1.79317603774342e-05	0.000289285287011173	ERS227112_00029	2	NA	Reduced	3.12644798938777e-10
94.3170785489951	-1.72266401328007	0.691752199499873	-2.49029061927889	0.0127638677931288	0.0853669437346897	ERS227112_00030	85	NA	Reduced	0.364206386577417
240.486710894304	-1.8871300343351	0.522412557474323	-3.6123366625387	0.000303450245373606	0.00341793656660251	ERS227112_00031	179	NA	Reduced	0.230167854135345
76.8705849732232	-1.47568259114248	0.714319099300705	-2.06585907136899	0.0388417884447868	0.206296329899352	ERS227112_00034	81	NA	Unchanged	0.429108999608434
39.5358562352327	-2.26644156665358	1.05963591558491	-2.13888707745671	NA	NA	ERS227112_00035	27	NA	Reduced	0.0484058330104499
77.55751851221	-1.67841881136775	0.741977439747876	-2.26208873943402	0.0236919211839636	0.140198070600241	ERS227112_00036	70	NA	Reduced	0.4026610659737
16.2035358420432	-1.87236722267673	1.15591716323715	-1.61981090187567	0.105272903705421	0.417955826200671	ERS227112_00037	11	NA	Reduced	0.241204037180543
74.8451750648223	-1.90662511632114	0.77332267240986	-2.46549750103619	0.0136823129589084	0.0904292655772953	ERS227112_00038	55	NA	Reduced	0.215995283401104
